Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8
2005-02-23,23,2,2005,0.117,0.394,-1.407,-1.421,0.236,-1.448,1.523,3.305
2005-02-24,24,2,2005,-0.245,0.123,-1.029,-1.698,0.276,-1.459,1.528,3.304
2005-02-25,25,2,2005,0.29,-0.433,-0.509,-1.936,0.319,-1.469,1.534,3.303
2005-02-26,26,2,2005,-0.35,-0.831,0.079,-2.127,0.365,-1.479,1.54,3.302
2005-02-27,27,2,2005,-0.29,-0.58,0.663,-2.268,0.416,-1.489,1.545,3.302
2005-02-28,28,2,2005,0.083,0.077,1.168,-2.353,0.471,-1.498,1.551,3.301
2005-03-01,1,3,2005,,,,,,,,
2005-03-02,2,3,2005,0.488,0.693,1.516,-2.377,0.532,-1.508,1.556,3.3
2005-03-03,3,3,2005,0.203,0.963,1.629,-2.335,0.597,-1.517,1.561,3.299
2005-03-04,4,3,2005,-0.089,0.952,1.455,-2.223,0.666,-1.526,1.567,3.298
2005-03-05,5,3,2005,-0.447,0.872,1.041,-2.041,0.739,-1.534,1.572,3.297
2005-03-06,6,3,2005,0.382,0.794,0.476,-1.799,0.816,-1.543,1.577,3.296
2005-03-07,7,3,2005,0.263,0.364,-0.144,-1.506,0.896,-1.551,1.581,3.295
2005-03-08,8,3,2005,-0.223,-0.385,-0.72,-1.172,0.978,-1.559,1.586,3.295
2005-03-09,9,3,2005,0.164,-0.979,-1.159,-0.808,1.063,-1.566,1.591,3.294
2005-03-10,10,3,2005,-0.135,-0.824,-1.379,-0.425,1.148,-1.574,1.595,3.293
2005-03-11,11,3,2005,0.133,-0.467,-1.377,-0.035,1.235,-1.581,1.6,3.292
2005-03-12,12,3,2005,-0.141,0.048,-1.188,0.351,1.322,-1.588,1.604,3.291
2005-03-13,13,3,2005,0.148,0.762,-0.849,0.725,1.409,-1.594,1.609,3.29
2005-03-14,14,3,2005,-0.152,0.878,-0.4,1.076,1.496,-1.6,1.613,3.289
2005-03-15,15,3,2005,0.163,0.546,0.113,1.398,1.581,-1.606,1.617,3.288
2005-03-16,16,3,2005,-0.19,0.132,0.616,1.68,1.665,-1.612,1.621,3.287
2005-03-17,17,3,2005,0.231,-0.506,1.018,1.916,1.747,-1.618,1.625,3.287
2005-03-18,18,3,2005,0.067,-0.895,1.214,2.096,1.827,-1.623,1.628,3.286
2005-03-19,19,3,2005,-0.304,-0.628,1.128,2.211,1.903,-1.628,1.632,3.285
2005-03-20,20,3,2005,0.298,0.263,0.817,2.258,1.976,-1.632,1.636,3.284
2005-03-21,21,3,2005,0.179,0.981,0.369,2.24,2.045,-1.637,1.639,3.283
2005-03-22,22,3,2005,0.016,1.062,-0.133,2.162,2.11,-1.641,1.642,3.282
2005-03-23,23,3,2005,-0.126,0.659,-0.614,2.027,2.172,-1.644,1.645,3.281
2005-03-24,24,3,2005,-0.054,0.008,-1.005,1.841,2.229,-1.648,1.649,3.28
2005-03-25,25,3,2005,0.072,-0.707,-1.236,1.607,2.284,-1.651,1.652,3.279
2005-03-26,26,3,2005,-0.003,-1.304,-1.24,1.332,2.336,-1.654,1.654,3.279
2005-03-27,27,3,2005,0.047,-1.364,-0.967,1.02,2.384,-1.656,1.657,3.278
2005-03-28,28,3,2005,-0.283,-1.161,-0.451,0.686,2.431,-1.658,1.66,3.277
2005-03-29,29,3,2005,0.518,-1.101,0.187,0.343,2.475,-1.66,1.662,3.276
2005-03-30,30,3,2005,-0.81,0.314,0.793,0.008,2.517,-1.661,1.665,3.275
2005-03-31,31,3,2005,1.077,1.385,1.209,-0.307,2.558,-1.663,1.667,3.274
2005-04-01,1,4,2005,,,,,,,,
2005-04-02,2,4,2005,-1.247,0.343,1.314,-0.586,2.597,-1.663,1.669,3.273
2005-04-03,3,4,2005,-0.02,-0.71,1.139,-0.823,2.635,-1.664,1.671,3.272
2005-04-04,4,4,2005,1.077,-1.17,0.755,-1.014,2.671,-1.664,1.673,3.271
2005-04-05,5,4,2005,1.056,-1.019,0.231,-1.157,2.707,-1.664,1.675,3.27
2005-04-06,6,4,2005,0.33,-0.253,-0.356,-1.247,2.743,-1.663,1.677,3.269
2005-04-07,7,4,2005,-0.547,0.546,-0.879,-1.282,2.778,-1.663,1.679,3.269
2005-04-08,8,4,2005,-0.456,0.72,-1.205,-1.259,2.814,-1.661,1.68,3.268
2005-04-09,9,4,2005,0.288,0.204,-1.254,-1.177,2.849,-1.66,1.682,3.267
2005-04-10,10,4,2005,0.201,-0.27,-1.067,-1.04,2.885,-1.658,1.683,3.266
2005-04-11,11,4,2005,-0.105,-0.431,-0.718,-0.861,2.922,-1.656,1.684,3.265
2005-04-12,12,4,2005,0.017,-0.33,-0.29,-0.652,2.959,-1.653,1.685,3.264
2005-04-13,13,4,2005,-0.001,-0.019,0.149,-0.426,2.997,-1.65,1.686,3.263
2005-04-14,14,4,2005,0.065,0.251,0.541,-0.195,3.036,-1.647,1.687,3.262
2005-04-15,15,4,2005,0.055,0.21,0.825,0.028,3.077,-1.643,1.688,3.261
2005-04-16,16,4,2005,-0.098,-0.03,0.97,0.23,3.119,-1.639,1.688,3.26
2005-04-17,17,4,2005,0.096,-0.172,1.0,0.399,3.163,-1.634,1.689,3.259
2005-04-18,18,4,2005,-0.167,-0.034,0.951,0.524,3.209,-1.63,1.689,3.258
2005-04-19,19,4,2005,0.151,0.139,0.83,0.601,3.256,-1.624,1.689,3.258
2005-04-20,20,4,2005,0.197,0.119,0.62,0.63,3.306,-1.619,1.69,3.257
2005-04-21,21,4,2005,-0.196,-0.007,0.299,0.613,3.359,-1.613,1.69,3.256
2005-04-22,22,4,2005,0.189,0.118,-0.114,0.556,3.413,-1.607,1.69,3.255
2005-04-23,23,4,2005,-0.186,0.121,-0.51,0.462,3.469,-1.6,1.689,3.254
2005-04-24,24,4,2005,0.198,-0.228,-0.783,0.339,3.525,-1.593,1.689,3.253
2005-04-25,25,4,2005,0.032,-0.32,-0.838,0.189,3.581,-1.585,1.689,3.252
2005-04-26,26,4,2005,-0.256,-0.143,-0.62,0.022,3.635,-1.577,1.688,3.251
2005-04-27,27,4,2005,0.285,0.121,-0.213,-0.149,3.687,-1.569,1.688,3.25
2005-04-28,28,4,2005,-0.003,0.236,0.264,-0.307,3.735,-1.56,1.687,3.249
2005-04-29,29,4,2005,-0.311,0.296,0.689,-0.435,3.778,-1.551,1.686,3.248
2005-04-30,30,4,2005,-0.081,0.448,0.944,-0.518,3.816,-1.542,1.685,3.247
2005-05-01,1,5,2005,,,,,,,,
2005-05-02,2,5,2005,0.292,0.378,0.926,-0.542,3.847,-1.532,1.684,3.246
2005-05-03,3,5,2005,-0.274,-0.114,0.622,-0.511,3.871,-1.522,1.683,3.246
2005-05-04,4,5,2005,0.261,-0.434,0.105,-0.434,3.888,-1.511,1.682,3.245
2005-05-05,5,5,2005,-0.26,-0.029,-0.511,-0.321,3.897,-1.5,1.681,3.244
2005-05-06,6,5,2005,0.274,0.402,-1.029,-0.179,3.898,-1.488,1.679,3.243
2005-05-07,7,5,2005,0.158,0.402,-1.277,-0.017,3.891,-1.476,1.677,3.242
2005-05-08,8,5,2005,0.01,0.058,-1.251,0.155,3.876,-1.464,1.676,3.241
2005-05-09,9,5,2005,-0.334,-0.317,-0.994,0.329,3.853,-1.451,1.674,3.24
2005-05-10,10,5,2005,-0.413,-0.434,-0.545,0.497,3.822,-1.438,1.672,3.239
2005-05-11,11,5,2005,-0.307,-0.141,0.033,0.65,3.782,-1.425,1.67,3.238
2005-05-12,12,5,2005,0.542,0.301,0.649,0.781,3.734,-1.411,1.668,3.237
2005-05-13,13,5,2005,0.172,0.459,1.206,0.88,3.677,-1.396,1.666,3.236
2005-05-14,14,5,2005,0.19,0.327,1.614,0.94,3.612,-1.382,1.663,3.235
2005-05-15,15,5,2005,-0.569,0.137,1.814,0.952,3.537,-1.366,1.661,3.234
2005-05-16,16,5,2005,-0.722,-0.105,1.823,0.909,3.454,-1.351,1.658,3.233
2005-05-17,17,5,2005,-0.315,-0.377,1.666,0.811,3.363,-1.335,1.656,3.233
2005-05-18,18,5,2005,0.51,-0.566,1.36,0.664,3.265,-1.319,1.653,3.232
2005-05-19,19,5,2005,0.891,-0.534,0.925,0.48,3.16,-1.302,1.65,3.231
2005-05-20,20,5,2005,0.493,-0.19,0.391,0.265,3.05,-1.285,1.647,3.23
2005-05-21,21,5,2005,-0.574,0.293,-0.188,0.031,2.933,-1.268,1.644,3.229
2005-05-22,22,5,2005,-1.095,0.721,-0.743,-0.215,2.812,-1.25,1.641,3.228
2005-05-23,23,5,2005,-0.727,0.889,-1.22,-0.462,2.687,-1.232,1.638,3.227
2005-05-24,24,5,2005,-0.621,0.804,-1.585,-0.702,2.558,-1.214,1.634,3.226
2005-05-25,25,5,2005,0.65,0.518,-1.83,-0.926,2.427,-1.195,1.631,3.225
2005-05-26,26,5,2005,1.014,0.09,-1.948,-1.123,2.292,-1.176,1.627,3.224
2005-05-27,27,5,2005,1.292,-0.418,-1.934,-1.287,2.156,-1.157,1.623,3.223
2005-05-28,28,5,2005,1.376,-0.913,-1.779,-1.408,2.019,-1.137,1.619,3.222
2005-05-29,29,5,2005,1.033,-1.277,-1.47,-1.487,1.881,-1.117,1.616,3.221
2005-05-30,30,5,2005,0.168,-1.318,-1.005,-1.525,1.744,-1.097,1.611,3.221
2005-05-31,31,5,2005,-1.299,-0.8,-0.436,-1.522,1.607,-1.076,1.607,3.22
2005-06-01,1,6,2005,1.195,0.285,0.164,-1.481,1.47,-1.055,1.603,3.219
2005-06-02,2,6,2005,-0.334,1.102,0.718,-1.404,1.335,-1.034,1.599,3.218
2005-06-03,3,6,2005,-0.606,1.244,1.153,-1.292,1.202,-1.012,1.594,3.217
2005-06-04,4,6,2005,-0.719,0.87,1.41,-1.145,1.069,-0.99,1.59,3.216
2005-06-05,5,6,2005,-0.336,0.234,1.498,-0.966,0.938,-0.968,1.585,3.215
2005-06-06,6,6,2005,0.054,-0.401,1.446,-0.756,0.809,-0.946,1.58,3.214
2005-06-07,7,6,2005,0.235,-0.745,1.282,-0.518,0.681,-0.923,1.575,3.213
2005-06-08,8,6,2005,-0.144,-0.669,1.035,-0.259,0.554,-0.9,1.57,3.212
2005-06-09,9,6,2005,0.098,-0.553,0.713,0.012,0.429,-0.877,1.565,3.211
2005-06-10,10,6,2005,-0.089,-0.252,0.331,0.287,0.306,-0.854,1.56,3.211
2005-06-11,11,6,2005,0.098,0.079,-0.054,0.558,0.184,-0.83,1.555,3.21
2005-06-12,12,6,2005,0.113,0.128,-0.373,0.815,0.064,-0.806,1.549,3.209
2005-06-13,13,6,2005,-0.125,-0.06,-0.582,1.05,-0.054,-0.782,1.544,3.208
2005-06-14,14,6,2005,0.085,-0.047,-0.712,1.256,-0.17,-0.757,1.538,3.207
2005-06-15,15,6,2005,0.107,0.031,-0.784,1.424,-0.284,-0.732,1.532,3.206
2005-06-16,16,6,2005,-0.057,-0.009,-0.812,1.55,-0.397,-0.707,1.527,3.205
2005-06-17,17,6,2005,0.009,-0.177,-0.799,1.631,-0.507,-0.682,1.521,3.204
2005-06-18,18,6,2005,-0.065,-0.303,-0.746,1.669,-0.616,-0.657,1.515,3.203
2005-06-19,19,6,2005,-0.081,-0.385,-0.658,1.667,-0.723,-0.631,1.509,3.202
2005-06-20,20,6,2005,-0.121,-0.441,-0.537,1.628,-0.828,-0.605,1.502,3.202
2005-06-21,21,6,2005,0.123,-0.476,-0.389,1.556,-0.931,-0.579,1.496,3.201
2005-06-22,22,6,2005,0.257,-0.499,-0.217,1.455,-1.033,-0.553,1.489,3.2
2005-06-23,23,6,2005,0.349,-0.472,-0.028,1.329,-1.133,-0.526,1.483,3.199
2005-06-24,24,6,2005,0.39,-0.374,0.159,1.181,-1.23,-0.5,1.476,3.198
2005-06-25,25,6,2005,0.381,-0.187,0.324,1.015,-1.326,-0.473,1.47,3.197
2005-06-26,26,6,2005,-0.077,0.102,0.446,0.835,-1.419,-0.446,1.463,3.196
2005-06-27,27,6,2005,-0.509,0.436,0.505,0.646,-1.51,-0.419,1.456,3.195
2005-06-28,28,6,2005,-0.631,0.748,0.479,0.451,-1.599,-0.391,1.449,3.195
2005-06-29,29,6,2005,-0.241,0.849,0.35,0.256,-1.686,-0.364,1.441,3.194
2005-06-30,30,6,2005,0.658,0.532,0.127,0.062,-1.769,-0.336,1.434,3.193
2006-01-01,1,1,2006,-0.64,-0.255,-0.138,-0.127,-1.851,-0.308,1.427,3.192
2006-01-02,2,1,2006,0.429,-0.746,-0.376,-0.309,-1.93,-0.28,1.419,3.191
2006-01-03,3,1,2006,0.435,-0.57,-0.532,-0.478,-2.006,-0.251,1.412,3.19
2006-01-04,4,1,2006,0.338,-0.109,-0.587,-0.634,-2.079,-0.223,1.404,3.189
2006-01-05,5,1,2006,0.325,0.255,-0.549,-0.772,-2.149,-0.194,1.396,3.189
2006-01-06,6,1,2006,0.106,0.419,-0.427,-0.891,-2.217,-0.166,1.389,3.188
2006-01-07,7,1,2006,0.01,0.363,-0.233,-0.989,-2.281,-0.137,1.381,3.187
2006-01-08,8,1,2006,-0.035,0.189,0.004,-1.067,-2.342,-0.108,1.372,3.186
2006-01-09,9,1,2006,-0.143,0.05,0.249,-1.125,-2.4,-0.079,1.364,3.185
2006-01-10,10,1,2006,-0.014,-0.03,0.472,-1.163,-2.455,-0.05,1.356,3.184
2006-01-11,11,1,2006,-0.022,-0.049,0.649,-1.182,-2.507,-0.02,1.348,3.183
2006-01-12,12,1,2006,-0.04,-0.026,0.772,-1.182,-2.555,0.009,1.339,3.183
2006-01-13,13,1,2006,-0.007,-0.034,0.852,-1.163,-2.599,0.039,1.331,3.182
2006-01-14,14,1,2006,-0.037,-0.156,0.888,-1.126,-2.64,0.069,1.322,3.181
2006-01-15,15,1,2006,-0.003,-0.308,0.868,-1.071,-2.677,0.098,1.313,3.18
2006-01-16,16,1,2006,0.034,-0.419,0.781,-0.999,-2.71,0.128,1.304,3.179
2006-01-17,17,1,2006,0.096,-0.497,0.619,-0.91,-2.74,0.158,1.295,3.178
2006-01-18,18,1,2006,0.289,-0.346,0.378,-0.809,-2.765,0.188,1.286,3.178
2006-01-19,19,1,2006,0.117,0.107,0.085,-0.695,-2.787,0.218,1.277,3.177
2006-01-20,20,1,2006,-0.47,0.683,-0.228,-0.572,-2.804,0.249,1.268,3.176
2006-01-21,21,1,2006,-0.623,1.098,-0.528,-0.441,-2.818,0.279,1.258,3.175
2006-01-22,22,1,2006,-0.635,1.316,-0.781,-0.305,-2.828,0.309,1.249,3.174
2006-01-23,23,1,2006,-0.391,1.196,-0.96,-0.165,-2.833,0.34,1.239,3.174
2006-01-24,24,1,2006,0.145,0.696,-1.056,-0.023,-2.835,0.37,1.23,3.173
2006-01-25,25,1,2006,0.739,-0.15,-1.068,0.119,-2.832,0.4,1.22,3.172
2006-01-26,26,1,2006,1.26,-1.111,-0.994,0.258,-2.826,0.431,1.21,3.171
2006-01-27,27,1,2006,1.834,-1.913,-0.831,0.393,-2.815,0.461,1.2,3.17
2006-01-28,28,1,2006,1.481,-2.177,-0.575,0.519,-2.8,0.492,1.19,3.17
2006-01-29,29,1,2006,0.972,-1.861,-0.236,0.635,-2.78,0.522,1.18,3.169
2006-01-30,30,1,2006,-0.295,-1.017,0.141,0.736,-2.757,0.553,1.17,3.168
2006-01-31,31,1,2006,-1.985,0.28,0.503,0.821,-2.729,0.583,1.159,3.167
2006-02-01,1,2,2006,,,,,,,,
2006-02-02,2,2,2006,1.855,1.733,0.794,0.887,-2.696,0.613,1.149,3.167
2006-02-03,3,2,2006,0.529,2.295,0.959,0.929,-2.659,0.643,1.138,3.166
2006-02-04,4,2,2006,-0.076,2.022,0.961,0.946,-2.618,0.673,1.128,3.165
2006-02-05,5,2,2006,-0.391,1.318,0.824,0.937,-2.572,0.703,1.117,3.164
2006-02-06,6,2,2006,-0.886,0.613,0.587,0.906,-2.522,0.733,1.106,3.163
2006-02-07,7,2,2006,0.088,0.116,0.29,0.853,-2.468,0.763,1.095,3.163
2006-02-08,8,2,2006,0.427,-0.21,-0.029,0.784,-2.41,0.792,1.084,3.162
2006-02-09,9,2,2006,-0.275,-0.6,-0.333,0.7,-2.348,0.822,1.073,3.161
2006-02-10,10,2,2006,0.192,-1.306,-0.581,0.604,-2.282,0.851,1.062,3.16
2006-02-11,11,2,2006,-0.17,-1.373,-0.735,0.501,-2.213,0.88,1.05,3.16
2006-02-12,12,2,2006,0.174,-0.963,-0.768,0.393,-2.142,0.909,1.039,3.159
2006-02-13,13,2,2006,0.226,-0.572,-0.692,0.282,-2.067,0.937,1.027,3.158
2006-02-14,14,2,2006,-0.261,-0.328,-0.531,0.172,-1.99,0.965,1.016,3.158
2006-02-15,15,2,2006,0.281,0.22,-0.306,0.063,-1.912,0.994,1.004,3.157
2006-02-16,16,2,2006,0.018,0.626,-0.04,-0.042,-1.831,1.021,0.992,3.156
2006-02-17,17,2,2006,-0.188,0.649,0.245,-0.142,-1.749,1.049,0.98,3.155
2006-02-18,18,2,2006,-0.264,0.251,0.515,-0.234,-1.666,1.076,0.968,3.155
2006-02-19,19,2,2006,0.259,-0.371,0.698,-0.318,-1.582,1.103,0.956,3.154
2006-02-20,20,2,2006,-0.256,-0.599,0.716,-0.391,-1.497,1.13,0.944,3.153
2006-02-21,21,2,2006,0.07,-0.266,0.518,-0.452,-1.411,1.156,0.932,3.153
2006-02-22,22,2,2006,-0.044,0.443,0.177,-0.505,-1.324,1.182,0.919,3.152
2006-02-23,23,2,2006,0.38,0.85,-0.207,-0.552,-1.237,1.208,0.907,3.151
2006-02-24,24,2,2006,0.102,0.608,-0.54,-0.598,-1.15,1.233,0.894,3.151
2006-02-25,25,2,2006,0.027,-0.234,-0.775,-0.645,-1.062,1.258,0.882,3.15
2006-02-26,26,2,2006,0.332,-1.187,-0.874,-0.698,-0.974,1.282,0.869,3.149
2006-02-27,27,2,2006,-0.676,-1.49,-0.801,-0.758,-0.886,1.306,0.856,3.149
2006-02-28,28,2,2006,-0.624,-0.534,-0.54,-0.825,-0.798,1.33,0.843,3.148
2006-03-01,1,3,2006,,,,,,,,
2006-03-02,2,3,2006,0.725,1.209,-0.157,-0.898,-0.71,1.353,0.83,3.147
2006-03-03,3,3,2006,-0.142,2.034,0.265,-0.974,-0.622,1.376,0.817,3.147
2006-03-04,4,3,2006,0.335,1.754,0.65,-1.052,-0.534,1.398,0.804,3.146
2006-03-05,5,3,2006,-0.152,1.41,0.964,-1.13,-0.448,1.42,0.79,3.145
2006-03-06,6,3,2006,-0.074,0.976,1.202,-1.206,-0.361,1.442,0.777,3.145
2006-03-07,7,3,2006,0.005,0.415,1.364,-1.279,-0.276,1.462,0.763,3.144
2006-03-08,8,3,2006,0.261,-0.449,1.45,-1.347,-0.191,1.483,0.75,3.143
2006-03-09,9,3,2006,-0.302,-1.526,1.461,-1.407,-0.108,1.503,0.736,3.143
2006-03-10,10,3,2006,0.101,-2.2,1.397,-1.46,-0.025,1.522,0.722,3.142
2006-03-11,11,3,2006,-0.325,-2.678,1.258,-1.502,0.057,1.541,0.708,3.142
2006-03-12,12,3,2006,-0.027,-3.116,1.046,-1.534,0.137,1.559,0.694,3.141
2006-03-13,13,3,2006,-0.23,-3.391,0.762,-1.554,0.215,1.576,0.68,3.14
2006-03-14,14,3,2006,-0.066,-3.571,0.407,-1.561,0.293,1.593,0.666,3.14
2006-03-15,15,3,2006,-0.17,-3.131,-0.013,-1.555,0.368,1.609,0.652,3.139
2006-03-16,16,3,2006,-0.397,-1.74,-0.472,-1.535,0.442,1.625,0.638,3.139
2006-03-17,17,3,2006,0.233,0.49,-0.94,-1.498,0.513,1.64,0.623,3.138
2006-03-18,18,3,2006,0.261,2.487,-1.386,-1.446,0.583,1.655,0.609,3.137
2006-03-19,19,3,2006,0.292,3.614,-1.779,-1.376,0.65,1.668,0.594,3.137
2006-03-20,20,3,2006,-0.002,3.966,-2.088,-1.287,0.715,1.682,0.579,3.136
2006-03-21,21,3,2006,0.354,3.644,-2.29,-1.18,0.777,1.694,0.564,3.136
2006-03-22,22,3,2006,0.019,2.791,-2.385,-1.052,0.837,1.706,0.55,3.135
2006-03-23,23,3,2006,0.302,1.701,-2.38,-0.903,0.894,1.716,0.535,3.135
2006-03-24,24,3,2006,-0.075,0.861,-2.277,-0.737,0.948,1.727,0.52,3.134
2006-03-25,25,3,2006,0.343,0.021,-2.081,-0.556,0.999,1.736,0.504,3.133
2006-03-26,26,3,2006,-0.254,-1.203,-1.793,-0.364,1.047,1.745,0.489,3.133
2006-03-27,27,3,2006,0.267,-2.736,-1.418,-0.164,1.091,1.753,0.474,3.132
2006-03-28,28,3,2006,0.39,-3.756,-0.958,0.042,1.132,1.76,0.459,3.132
2006-03-29,29,3,2006,-0.529,-3.809,-0.421,0.25,1.169,1.766,0.443,3.131
2006-03-30,30,3,2006,-1.018,-2.738,0.167,0.456,1.202,1.771,0.428,3.131
2006-03-31,31,3,2006,-0.391,-0.79,0.773,0.658,1.232,1.776,0.412,3.13
2006-04-01,1,4,2006,,,,,,,,
2006-04-02,2,4,2006,1.311,1.213,1.359,0.853,1.257,1.78,0.396,3.13
2006-04-03,3,4,2006,0.002,2.499,1.891,1.037,1.279,1.782,0.381,3.129
2006-04-04,4,4,2006,-1.182,3.069,2.333,1.207,1.296,1.784,0.365,3.129
2006-04-05,5,4,2006,-1.504,3.126,2.648,1.359,1.308,1.785,0.349,3.128
2006-04-06,6,4,2006,-1.215,2.851,2.809,1.492,1.316,1.785,0.333,3.128
2006-04-07,7,4,2006,0.459,2.268,2.823,1.601,1.319,1.785,0.317,3.128
2006-04-08,8,4,2006,1.093,1.485,2.709,1.685,1.317,1.783,0.301,3.127
2006-04-09,9,4,2006,1.369,0.699,2.486,1.744,1.31,1.78,0.285,3.127
2006-04-10,10,4,2006,0.095,0.085,2.171,1.779,1.298,1.776,0.269,3.126
2006-04-11,11,4,2006,-0.706,-0.399,1.782,1.792,1.281,1.772,0.253,3.126
2006-04-12,12,4,2006,-1.1,-0.807,1.335,1.785,1.258,1.766,0.237,3.125
2006-04-13,13,4,2006,-0.546,-1.198,0.85,1.759,1.23,1.76,0.221,3.125
2006-04-14,14,4,2006,0.915,-1.451,0.341,1.715,1.198,1.752,0.205,3.124
2006-04-15,15,4,2006,-0.467,-1.431,-0.172,1.653,1.161,1.744,0.189,3.124
2006-04-16,16,4,2006,-0.741,-1.107,-0.679,1.575,1.12,1.735,0.173,3.124
2006-04-17,17,4,2006,-0.069,-0.532,-1.162,1.483,1.075,1.725,0.156,3.123
2006-04-18,18,4,2006,0.137,0.079,-1.597,1.377,1.027,1.714,0.14,3.123
2006-04-19,19,4,2006,0.48,0.497,-1.959,1.259,0.976,1.702,0.124,3.122
2006-04-20,20,4,2006,0.347,0.511,-2.227,1.129,0.922,1.689,0.107,3.122
2006-04-21,21,4,2006,-0.029,0.284,-2.397,0.989,0.865,1.675,0.091,3.122
2006-04-22,22,4,2006,-0.252,0.017,-2.467,0.84,0.805,1.661,0.075,3.121
2006-04-23,23,4,2006,-0.209,-0.107,-2.436,0.682,0.744,1.646,0.059,3.121
2006-04-24,24,4,2006,-0.039,-0.056,-2.297,0.518,0.681,1.63,0.042,3.121
2006-04-25,25,4,2006,-0.135,0.034,-2.025,0.35,0.617,1.613,0.026,3.12
2006-04-26,26,4,2006,0.057,-0.044,-1.569,0.18,0.551,1.595,0.01,3.12
2006-04-27,27,4,2006,-0.178,0.045,-0.952,0.01,0.485,1.576,-0.006,3.12
2006-04-28,28,4,2006,0.3,0.074,-0.291,-0.156,0.418,1.557,-0.023,3.119
2006-04-29,29,4,2006,-0.335,-0.112,0.294,-0.316,0.351,1.537,-0.039,3.119
2006-04-30,30,4,2006,-0.123,-0.03,0.756,-0.467,0.284,1.516,-0.055,3.119
2006-05-01,1,5,2006,,,,,,,,
2006-05-02,2,5,2006,0.337,0.203,1.107,-0.606,0.218,1.494,-0.071,3.118
2006-05-03,3,5,2006,0.072,0.332,1.373,-0.731,0.152,1.472,-0.087,3.118
2006-05-04,4,5,2006,-0.203,0.32,1.573,-0.839,0.087,1.448,-0.103,3.118
2006-05-05,5,5,2006,-0.22,0.195,1.709,-0.93,0.023,1.424,-0.12,3.118
2006-05-06,6,5,2006,0.184,-0.006,1.78,-1.001,-0.039,1.4,-0.136,3.117
2006-05-07,7,5,2006,-0.092,-0.287,1.791,-1.052,-0.099,1.374,-0.152,3.117
2006-05-08,8,5,2006,-0.127,-0.674,1.744,-1.083,-0.157,1.348,-0.168,3.117
2006-05-09,9,5,2006,0.149,-1.037,1.644,-1.096,-0.213,1.321,-0.183,3.117
2006-05-10,10,5,2006,-0.184,-1.164,1.496,-1.093,-0.266,1.293,-0.199,3.116
2006-05-11,11,5,2006,0.236,-1.115,1.303,-1.073,-0.316,1.265,-0.215,3.116
2006-05-12,12,5,2006,-0.292,-0.592,1.066,-1.041,-0.362,1.236,-0.231,3.116
2006-05-13,13,5,2006,0.328,0.503,0.795,-0.995,-0.406,1.206,-0.246,3.116
2006-05-14,14,5,2006,0.371,1.48,0.504,-0.939,-0.445,1.176,-0.262,3.115
2006-05-15,15,5,2006,-0.194,1.761,0.204,-0.872,-0.482,1.144,-0.278,3.115
2006-05-16,16,5,2006,-0.031,1.4,-0.092,-0.798,-0.514,1.113,-0.293,3.115
2006-05-17,17,5,2006,-0.435,0.78,-0.373,-0.717,-0.542,1.08,-0.309,3.115
2006-05-18,18,5,2006,-0.414,0.097,-0.625,-0.63,-0.566,1.047,-0.324,3.115
2006-05-19,19,5,2006,0.111,-0.54,-0.836,-0.538,-0.586,1.013,-0.339,3.114
2006-05-20,20,5,2006,0.274,-1.173,-0.994,-0.444,-0.602,0.979,-0.354,3.114
2006-05-21,21,5,2006,0.372,-1.714,-1.085,-0.348,-0.613,0.944,-0.369,3.114
2006-05-22,22,5,2006,0.579,-2.048,-1.097,-0.251,-0.62,0.908,-0.384,3.114
2006-05-23,23,5,2006,0.481,-2.17,-1.017,-0.157,-0.623,0.872,-0.399,3.114
2006-05-24,24,5,2006,0.239,-2.144,-0.843,-0.065,-0.622,0.835,-0.414,3.114
2006-05-25,25,5,2006,-0.219,-1.87,-0.598,0.021,-0.616,0.797,-0.429,3.114
2006-05-26,26,5,2006,-0.849,-1.362,-0.312,0.099,-0.605,0.759,-0.443,3.114
2006-05-27,27,5,2006,-0.034,-0.608,-0.013,0.169,-0.59,0.721,-0.458,3.113
2006-05-28,28,5,2006,-0.398,0.45,0.268,0.228,-0.571,0.682,-0.472,3.113
2006-05-29,29,5,2006,-0.696,1.398,0.502,0.275,-0.547,0.642,-0.487,3.113
2006-05-30,30,5,2006,0.968,1.768,0.661,0.307,-0.519,0.602,-0.501,3.113
2006-05-31,31,5,2006,1.226,1.355,0.722,0.323,-0.486,0.561,-0.515,3.113
2006-06-01,1,6,2006,-1.231,0.354,0.699,0.322,-0.448,0.52,-0.529,3.113
2006-06-02,2,6,2006,-0.399,-0.459,0.61,0.307,-0.407,0.479,-0.543,3.113
2006-06-03,3,6,2006,0.077,-0.959,0.472,0.278,-0.362,0.437,-0.556,3.113
2006-06-04,4,6,2006,0.593,-1.161,0.305,0.241,-0.315,0.395,-0.57,3.113
2006-06-05,5,6,2006,0.874,-1.112,0.124,0.196,-0.265,0.353,-0.583,3.113
2006-06-06,6,6,2006,0.706,-0.817,-0.051,0.148,-0.213,0.311,-0.597,3.113
2006-06-07,7,6,2006,0.316,-0.326,-0.2,0.098,-0.16,0.268,-0.61,3.113
2006-06-08,8,6,2006,-0.288,0.228,-0.299,0.05,-0.106,0.226,-0.623,3.113
